Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
FABBRICO;REGGIO EMILIA;Albergo;3 stelle;SAN GENESIO;VIA PIAVE, 35;;42042;RE;35021;0522 665240;335 6817358;0522 650033;www.hotelsangenesio.it;info@hotelsangenesio.it;2014;10.8093978;44.8702543
GATTATICO;REGGIO EMILIA;Affittacamere;;RISTORANTE PIZZERIA OZI E SFIZI;VIA MATTEOTTI, 31/33;PRATICELLO;42043;RE;35022;0522 900265;339 2478982;0522 900262;;oziesfizi@hotmail.it;2014;10.4665932;44.8017906
GATTATICO;REGGIO EMILIA;Agriturismo;4 margherite;SAN GIUSEPPE;VIA BERTOZZI, 24;;42043;RE;35022;0522 672533;333 5738306;0522 479807;www.agriturismosangiuseppe.com;info@agriturismosangiuseppe.com;2014;10.4548566;44.7755581
GATTATICO;REGGIO EMILIA;Bed & Breakfast;;B AND B LA ROCCA;VIA MAZZINI, 43;NOCETOLO;42043;RE;35022;0522 670108;347 8813497;0522 670108;www.laroccabed.it;larocca.bed@libero.it;2014;10.5151234;44.8043806
GATTATICO;REGGIO EMILIA;Bed & Breakfast;;IL GHIRONE;VIA R. SETTI, 43;FIESSO;42043;RE;35022;0522 678795;349 1533638;0522 678795;www.ghirone-bed-and-breakfast.com;il.ghirone@libero.it;2014;10.4472855;44.8213788
GUALTIERI;REGGIO EMILIA;Albergo;4 stelle;ALBERGO RISTORANTE LIGABUE;PIAZZA IV NOVEMBRE, 6;;42044;RE;35023;0522 1860600;335 1312622;0522 1860699;www.hotel-ligabue.it;info@hotel-ligabue.it;2014;10.6311508;44.9054281
GUASTALLA;REGGIO EMILIA;Affittacamere;;VILLA LEA;VIA CATELLANI, 7;;42016;RE;35024;0522 824637;320 3497633;0522 838311;;info@cavicchi.it;2014;10.6511936;44.913266
GUASTALLA;REGGIO EMILIA;Agriturismo;3 margherite;ANTICA GOLENA;VIA BOSCO, 3;LOCALITA' BOSCONE;42016;RE;35024;0522 835384;337 261018;0522 835384;www.anticagolena.it;info@anticagolena.it;2014;10.6551811;44.9249292
GUASTALLA;REGGIO EMILIA;Albergo;3 stelle;HOTEL OLD RIVER;VIALE PO, 2/4;;42016;RE;35024;0522 838401;340 3565932;0522 838404;;hoteloldriversrl@alice.it;2014;10.6539093;44.9253761
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;AI TIGLI;VIA M. MAZZACURATI, 25;;42016;RE;35024;0522 830726;340 1507763;;www.aitigliguastalla.it;info@aitigliguastalla.it;2014;10.6623324;44.9235378
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;B&B L'ULMA E L'OPI;VIA SACCO E VANZETTI, 5/B;;42016;RE;35024;0522 822008;347 9777632;;www.ulmaeopi.it;elsa.arte@virgilio.it;2014;10.660018;44.90239
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;L'AURORA;VIA ADORNINI, 18;LOC. S. GIACOMO;42016;RE;35024;0522 839305;339 3795903;0522 839305;;m.milici@alice.it;2014;10.6610609;44.8929063
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;LOCANDA ARGINE DELLA CERCHIA;CORSO GARIBALDI, 25;;42016;RE;35024;340 7465745;;0522 1840580;www.locandaarginedellacerchia.it;info@locandaarginedellacerchia.it;2014;10.6526919;44.922115
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;PORTA PO;VIA BACCHIAVINI, 11;;42016;RE;35024;0522 824376;333 6075949;0522 824376;www.bbportapo.it;bbportapo@gmail.com;2014;10.65122;44.9237306
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;ROSSO RUBINO;VIA CONCORDIA, 13;;42016;RE;35024;0522 824818;327 7987803;;;bbrossorubino@libero.it;2014;10.652255;44.916789
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;VALLE 5;VIA VALLE 5, 3;SAN GIROLAMO;42016;RE;35024;0522 820227;345 5815519;0522 228547;www.valle5.com;terzi3.3@libero.it;2014;10.7166769;44.8983612
GUASTALLA;REGGIO EMILIA;Bed & Breakfast;;VIOLA;VIA ROSARIO, 34/3;;42016;RE;35024;0522 835108;338 8631972;0522 831493;www.bed-breakfast-guastalla.it;sorelleviola@virgilio.it;2014;10.6659096;44.9154795
GUASTALLA;REGGIO EMILIA;Ostello;;OSTELLO DEL PO;VIALE LIDO PO, 11/13;LIDO PO;42016;RE;35024;0522 219812;0522 839757;;;uit@comune.guastalla.re.it;2014;10.6351678;44.9295916
LIGONCHIO;REGGIO EMILIA;Affittacamere;;LOCANDA LA QUERCIA;VIA PIOLO, 93;PIOLO;42039;RE;35025;0522 899114;340 4099735;0522 899114;www.locandalaquercia.com;info@locandalaquercia.com;2014;10.341675;44.315051
LIGONCHIO;REGGIO EMILIA;Agriturismo;5 margherite;AGRITURISMO 25;LOC. CASALINO, 56;CASALINO;42039;RE;35025;0522 899302;335 6128190;;www.locandadel25.it;emiliapaoli@libero.it;2014;10.4406711;44.5705364
LIGONCHIO;REGGIO EMILIA;Albergo;1 stella;ALBERGO RISTORANTE IL RONCACCIO;VIA PRADARENA, 26;OSPITALETTO;42039;RE;35025;0522 899263;;0522 899263;;;2014;10.31606;44.29806
LIGONCHIO;REGGIO EMILIA;Albergo;1 stella;ALBERGO RISTORANTE K2;VIA CENTRALE, 34;CINQUECERRI;42039;RE;35025;0522 891110;;0522 891110;;intbark2@libero.it;2014;10.3303001;44.3500069
LIGONCHIO;REGGIO EMILIA;Albergo;1 stella;BAR LOCANDA TINI;VIA PRADARENA, 49;OSPITALETTO;42039;RE;35025;0522 899138;;0522 899138;;fabius-95@hotmail.it;2014;10.31606;44.29806
LIGONCHIO;REGGIO EMILIA;Albergo;2 stelle;DEL LAGO;VIA E. BAGNOLI, 12;;42039;RE;35025;0522 899118;348 4044760;0522 899118;http://www.parks.it/ris/del.lago/;albergo.dellago@tin.it;2014;10.3418401;44.314728
LIGONCHIO;REGGIO EMILIA;Albergo;3 stelle;CARPE DIEM;VIA PASSO PRADARENA;PASSO PRADARENA;42039;RE;35025;0522 899151;;;www.albergocarpediem.com;albergocarpediem@libero.it;2014;10.342826;44.316027
LIGONCHIO;REGGIO EMILIA;Bed & Breakfast;;CA' DI SVANEE;VIA SAN ROCCO, 5;;42039;RE;35025;328 3646922;;;www.cadisvanee.it;info@cadisvanee.it;2014;10.3397496;44.3159772
LIGONCHIO;REGGIO EMILIA;Bed & Breakfast;;CA' D'LA ROSA;VIA MONTE CISA, 57;MONTECAGNO;42039;RE;35025;328 6662018;;;;simona@paoli.net;2014;10.366967;44.3320192
LIGONCHIO;REGGIO EMILIA;Bed & Breakfast;;IL BUCANEVE;VIA PIAGNA, 1/A;;42039;RE;35025;0522 899702;331 2365297;;www.ligonchiovacanze.it;info@ligonchiovacanze.it;2014;10.3414576;44.3150635
LIGONCHIO;REGGIO EMILIA;Case e appartamenti per vacanze;;LO SCOIATTOLO Casa Vacanze;VIA DELLA COSTA, 47;CINQUECERRI;42039;RE;35025;0536 884849;335 6222002;0536 883394;www.vacanzeloscoiattolo.it;info@vacanzeloscoiattolo.it;2014;10.3277509;44.3497555
LIGONCHIO;REGGIO EMILIA;Ostello;;DEI BALOCCHI;VIA POPOLARE, 140;CASALINO;42039;RE;35025;347 4878744;;0522 899702;www.ostellodeibalocchi.it;info@ostellodeibalocchi.it;2014;10.356986;44.304326
LIGONCHIO;REGGIO EMILIA;Rifugio alpino;;BARGETANA;VIA BARGETANA, 1;;42039;RE;35025;328 2612737;;;www.rifugiobargetana.it;info@rifugiobargetana.it;2014;10.3385624;44.2974075
LIGONCHIO;REGGIO EMILIA;Rifugio alpino;;BATTISTI;LOCALITA' LAMA LITE;LOC. LAMA LITE;42039;RE;35025;0522 897497;348 5954241;;www.rifugio-battisti.it;info@rifugio-battisti.it;2014;10.33998;44.31613
LIGONCHIO;REGGIO EMILIA;Rifugio alpino;;RIO RE;LOCALITA' RIO RE;;42039;RE;35025;0522 628364;329 4134892;;;ale.baccini@libero.it;2014;10.3385624;44.2974075
LIGONCHIO;REGGIO EMILIA;Villaggio Turistico;;IL RIFUGIO DELL'AQUILA;VIA ALLA VALLA;;42039;RE;35025;0522 895011;335 7112034;0522 899370;www.ilrifugiodellaquila.com;info@ilrifugiodellaquila.com;2014;10.3438939;44.3183331
LUZZARA;REGGIO EMILIA;Affittacamere;;SIGI BAR;VIA CHE GUEVARA, 34;;42045;RE;35026;331 4663118;;;;;2014;10.7079359;44.9444553
LUZZARA;REGGIO EMILIA;Agriturismo;4 margherite;CORTE GIARDINO;VIA TOMBA, 29;;42045;RE;35026;0522 223373;338 4314883;0522 223373;www.cortegiardino.it;info@cortegiardino.it;2014;10.6942343;44.9553017
LUZZARA;REGGIO EMILIA;Albergo;4 stelle;VILLA MONTANARINI;VIA MANDELLI, 29;VILLAROTTA;42045;RE;35026;0522 820001;;0522 820338;www.villamontanarini.com;info@villamontanarini.com;2014;10.749419;44.9233731
LUZZARA;REGGIO EMILIA;Bed & Breakfast;;CASA BINET BED & BREAKFAST;VIA NAZIONALE, 130;CODISOTTO;42045;RE;35026;0522 976909;;;;;2014;10.7270623;44.9796692
LUZZARA;REGGIO EMILIA;Bed & Breakfast;;CORTE STORCHIA;VIA G. LA PIRA, 3;LOC. CASONI;42045;RE;35026;329 4388405;;;www.cortestorchia.it;dinatrive@alice.it;2014;10.7317966;44.9390573
LUZZARA;REGGIO EMILIA;Bed & Breakfast;;LA CASA DELLE ALLODOLE;VIA ENZO DALAI, 19;;42045;RE;35026;0522 223092;347 2112037;;;cinzia.bertoni@alice.it;2014;10.6884754;44.9629118
LUZZARA;REGGIO EMILIA;Bed & Breakfast;;LA SPINGARDA;VIA ENZO DALAI, 19;;42045;RE;35026;0522 976524;345 4142110;0522 976524;www.laspingarda.it;laspingarda.casa@gmail.com;2014;10.6881688;44.9627651
MONTECCHIO EMILIA;REGGIO EMILIA;Affittacamere;;LA CASA DI JENNY;VIA G. BRINDANI, 22;;42027;RE;35027;0522 864390;329 7327423;0522 864390;www.lacasadijenny.it;jenny.silv@alice.it;2014;10.4494362;44.701968
MONTECCHIO EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOTEL CONTE VERDE;STRADA BARCO, 1;;42027;RE;35027;0522 864623;348 8405031;0522 861129;www.albergoconteverde.it;info@albergoconteverde.it;2014;10.458081;44.7000238
MONTECCHIO EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOTEL SELECT;VIA VITTORIO VENETO, 10;;42027;RE;35027;0522 864693;;0522 864850;www.hotel-select.it;info@hotel-select.it;2014;10.4478134;44.699246
MONTECCHIO EMILIA;REGGIO EMILIA;Bed & Breakfast;;DA NANA';VIA PATERLINI, 1;;42027;RE;35027;340 4206247;;;www.bedandbreakfastdanana.com;beddanana@libero.it;2014;10.4466072;44.6986949
MONTECCHIO EMILIA;REGGIO EMILIA;Bed & Breakfast;;VERDEVIOLA;VIA DE GASPERI, 10/1;;42027;RE;35027;0522 862497;392 2257404;;www.verdeviolabb.it;info@verdeviolabb.it;2014;10.444725;44.702876
NOVELLARA;REGGIO EMILIA;Albergo;2 stelle;RIVIERA;STRADA RIVIERA, 11/13;SAN BERNARDINO;42017;RE;35028;0522 668164;335 1364401;0522 668137;;briciolariviera@live.it;2014;10.6953577;44.8723385
NOVELLARA;REGGIO EMILIA;Albergo;3 stelle;ALEXANDER;STRADA CARTOCCIO, 1;;42017;RE;35028;0522 653570;;0522 756950;;albergoalexander@libero.it;2014;10.7133402;44.8355038
NOVELLARA;REGGIO EMILIA;Bed & Breakfast;;ANTICO PODERE CANOVI;VIA STRADA STURLONA, 12;;42017;RE;35028;334 8965242;;;;info@poderecanovi.it;2014;10.708963;44.821381
NOVELLARA;REGGIO EMILIA;Bed & Breakfast;;CENTOQUATTRO;VIA PROVINCIALE NORD, 104;;42017;RE;35028;0522 651211;333 6960709;;www.centoquattro.it;teacentoquattro@libero.it;2014;10.7197236;44.8429183
POVIGLIO;REGGIO EMILIA;Affittacamere;;DALLASTA ROOMS;VIA PARMA, 141;SAN SISTO;42028;RE;35029;0522 680531;348 9348794;0522 680502;;info@saporidiparma.it;2014;10.4960587;44.8464245
POVIGLIO;REGGIO EMILIA;Albergo;3 stelle;GREEN HOTEL;VIA PARMA, 144;S. SISTO DI POVIGLIO;42028;RE;35029;0522 968950;348 8205790;0522 968958;www.greenhotel.re.it;info@greenhotel.re.it;2014;10.4952504;44.8469657
POVIGLIO;REGGIO EMILIA;Albergo;3 stelle;LA SONRISA;VIA ROMANA, 114;;42028;RE;35029;0522 969197;;0522 966192;www.paginegialle.it/lasonrisa;prenotazioni@lasonrisa.191.it;2014;10.5419705;44.846538
POVIGLIO;REGGIO EMILIA;Albergo;3 stelle;LOCANDA CASA MOTTA;VIA MOTTA, 4;SAN SISTO;42028;RE;35029;0522 960764;328 2143376;0522 486717;www.locandacasamotta.it;locandacasamotta@libero.it;2014;10.5101203;44.8549327
POVIGLIO;REGGIO EMILIA;Bed & Breakfast;;ESTE;VIA D'ESTE, 9;FODICO;42028;RE;35029;0522 969499;347 5570862;;www.bebeste.com;bebeste@alice.it;2014;10.5629254;44.8727723
QUATTRO CASTELLA;REGGIO EMILIA;Affittacamere;;CORTE RUSPECCHIO;VIA SANTI, 2;;42020;RE;35030;0522 888223;339 1763486;;www.ilfienile-meeting.it;info@ilfienile-meeting.it;2014;10.4771002;44.6402669
QUATTRO CASTELLA;REGGIO EMILIA;Affittacamere;;RISTORANTE LOCANDA CA' MATILDE;VIA DELLA POLITA, 14;RUBBIANINO;42020;RE;35030;0522 889560;339 7874556;;www.camatilde.it;info@camatilde.it;2014;10.5321719;44.651561
QUATTRO CASTELLA;REGGIO EMILIA;Agriturismo;;MONTEBADUCCO;VIA BOIARDO, 26;LOC. SALVARANO;42020;RE;35030;0522 886137;335 6448143;0522 250921;www.montebaducco.it;info@montebaducco.it;2014;10.5236672;44.619905
QUATTRO CASTELLA;REGGIO EMILIA;Agriturismo;3 margherite;PARCO DI MONTEBELLO;VIA FOSSE ARDEATINE, 1;SALVARANO;42020;RE;35030;0522 475820;338 7012328;0522 908651;www.parcodimontebello.it;info@parcodimontebello.it;2014;10.4854381;44.6075065
QUATTRO CASTELLA;REGGIO EMILIA;Albergo;2 stelle;HOTEL BARABBA;VIA TURATI, 27/A;RONCOLO;42020;RE;35030;0522 258106;346 0434148;0522 258106;www.hotellbarabba.it;hotelbarabba@hotmail.it;2014;10.4936051;44.6349387
QUATTRO CASTELLA;REGGIO EMILIA;Albergo;2 stelle;RISTORANTE LA MADDALENA;VIA L. PASTEUR, 5;;42020;RE;35030;0522 887021;348 2542767;0522 888133;www.albergolamaddalena.it;lamaddalena@interfree.it;2014;10.4730677;44.6316279
QUATTRO CASTELLA;REGGIO EMILIA;Appartamenti ammobiliati;;APPARTAMENTO PUIANELLO;VIA ANNA FRANK, 7;PUIANELLO;42020;RE;35030;335 8155624;;;;andreasalvo@teletu.it;2014;10.5646969;44.6247273
QUATTRO CASTELLA;REGGIO EMILIA;Appartamenti ammobiliati;;QUATTROCOLLI;VIA LENIN, 81;;42020;RE;35030;340 6474953;340 2220667;;www.quattrocolli.it;info@quattrocolli.it;2014;10.4728517;44.6508865
QUATTRO CASTELLA;REGGIO EMILIA;Bed & Breakfast;;DA LAURA;VIA CAVALIERI V. VENETO, 13;PUIANELLO;42020;RE;35030;0522 885658;346 4062627;;www.bebdalaura.it;gibertinilaura@gmail.com;2014;10.5720643;44.6371466
QUATTRO CASTELLA;REGGIO EMILIA;Bed & Breakfast;;I CEDRI;VIA KENNEDY, 4/1;SALVARANO;42020;RE;35030;0522 886232;349 5772567;;;utlegi@gmail.com;2014;10.5274424;44.6248501
QUATTRO CASTELLA;REGGIO EMILIA;Bed & Breakfast;;IL CONTE ORY;VIA SAN FRANCESCO, 20;;42020;RE;35030;0522 887274;347 2944803;0522 887274;;ilconteory@libero.it;2014;10.4783929;44.6324003
QUATTRO CASTELLA;REGGIO EMILIA;Bed & Breakfast;;OLMO ANTICO;VIA PRAMPOLINI, 58;;42020;RE;35030;0522 887547;328 8167162;;www.olmoantico.net;gmgosett@gmail.com;2014;10.4750654;44.6359763
QUATTRO CASTELLA;REGGIO EMILIA;Bed & Breakfast;;QUATTROCOLLI;VIA LENIN, 81;;42020;RE;35030;340 2220667;340 6474953;;www.quattrocolli.it;info@quattrocolli.it;2014;10.472658;44.644486
RAMISETO;REGGIO EMILIA;Agriturismo;1 margherita;VALLE DEI CAVALIERI;VIA CADUTI XXV NOVEMBRE, 46;SUCCISO NUOVO;42030;RE;35031;0522 892346;349 7179049;0522 892352;www.valledeicavalieri.it;info@valledeicavalieri.it;2014;10.1945861;44.3638381
RAMISETO;REGGIO EMILIA;Albergo;1 stella;BAR TRATTORIA RICO' LINA;VIA ENZA, 43;TAVIANO;42030;RE;35031;0522 614983;;;;;2014;10.23947;44.43742
RAMISETO;REGGIO EMILIA;Albergo;1 stella;IOLE;VIA A. BOMBARDI, 89;;42030;RE;35031;0522 817110;;0522 817110;;;2014;10.2704383;44.414097
RAMISETO;REGGIO EMILIA;Albergo;1 stella;LOCANDA CALAMONE;VIA PROVINCIALE, 9;VENTASSO LAGHI;42030;RE;35031;0522 817139;;0522 719014;http://locandacalamone.wordpress.com/;cbaisi@libero.it;2014;10.2762934;44.3869974
RAMISETO;REGGIO EMILIA;Campeggio;1 stella;CALAMONE;VIA PROVINCIALE, 9;VENTASSO LAGHI;42030;RE;35031;0522 817139;;0522 719014;;cbaisi@libero.it;2014;10.2762934;44.3869974
RAMISETO;REGGIO EMILIA;Campeggio;3 stelle;IL FAGGIO;VIA PROVINCIALE, 7;VENTASSO LAGHI;42030;RE;35031;0522 817228;333 6982662;0522 817228;;camping.ilfaggio@libero.it;2014;10.2762341;44.3873852
RAMISETO;REGGIO EMILIA;Casa per ferie;;CASA VACANZE IL MULINO;VIA DEL CAPITANO, 24;MONTEMISCOSO;42030;RE;35031;0522 611477;337 1024497;0522 611477;www.ilmulino.it;c.notari@libero.it;2014;10.2776286;44.400645
RAMISETO;REGGIO EMILIA;Case e appartamenti per vacanze;;AL CASTAGNETO;VIA CASTAGNETO, 4;CASTAGNETO;42030;RE;35031;0522 820348;333 8600828;0522 820899;www.alcastagneto.com;info@alcastagneto.com;2014;10.2809582;44.4134029
RAMISETO;REGGIO EMILIA;Case e appartamenti per vacanze;;CENTRO PER IL TURISMO RURALE DI CECCIOLA;VIA DELLA PIANA, 3/5/7;LOC.CECCIOLA;42030;RE;35031;0522 771122;333 9525497;0522 771122;www.terradellevalli.it;info@terradellevalli.it;2014;10.1879474;44.3824444
RAMISETO;REGGIO EMILIA;Ostello;;GROPPO DEL VESCOVO;VIA A. BOMBARDI, 27;;42030;RE;35031;0522 719057;349 5400140;0522 811948;www.ostellogroppodelvescovo.it;info@ostellogroppodelvescovo.it;2014;10.2723765;44.4120173
RAMISETO;REGGIO EMILIA;Rifugio alpino;;CITTA' DI SARZANA;LOC. LAGO DI MONTE ACUTO;;42030;RE;35031;339 2245117;;;www.rifugiosarzana.it;rifugiosarzana@fastwebnet.it;2014;10.2809582;44.4134029
RAMISETO;REGGIO EMILIA;Rifugio alpino;;"RIO PASCOLO ""PAOLO CONSIGLIO """;LOC. VARVILLA;ALPE DI SUCCISO;42030;RE;35031;0522 511576;;;www.ctg.it;ctg.re@alice.it;2014;10.2809582;44.4134029
RAMISETO;REGGIO EMILIA;Rifugio escursionistico;;RIFUGIO PRATIZZANO;VIA PRATIZZANO;LOCALITA' PRATIZZANO;42030;RE;35031;348 3060240;;;www.rifugiopratizzano.com;alpensportre@gmail.com;2014;10.417181;44.3557578
REGGIOLO;REGGIO EMILIA;Affittacamere;;LOCANDA IL RIGOLETTO;PIAZZA MARTIRI, 29;;42046;RE;35032;0522 973520;;0522 744886;www.ilrigoletto.it;ilrigoletto@ilrigoletto.it;2014;10.8041242;44.9187941
REGGIOLO;REGGIO EMILIA;Agriturismo;2 margherite;LUCCHETTA;VIA SAN VENERIO, 86;LOC. BETTOLINO;42046;RE;35032;0522 971150;339 6377675;0522 699333;;fabiogoldoni@hotmail.it;2014;10.7894277;44.9015983
REGGIOLO;REGGIO EMILIA;Agriturismo;4 margherite;BOSCHI;VIA CATTANEA, 54;;42046;RE;35032;0522 972745;335 7891657;;;agri.boschi@email.it;2014;10.8006824;44.9372879
REGGIOLO;REGGIO EMILIA;Albergo;3 stelle;FONDA;VIA GUASTALLA, 343;BRUGNETO;42046;RE;35032;0522 975300;;0522 975541;;albergofonda@libero.it;2014;10.774695;44.9215566
REGGIOLO;REGGIO EMILIA;Albergo;3 stelle;HOTEL DEI GONZAGA;VIA P. MALAGOLI, 5;;42046;RE;35032;0522 974737;;0522 975151;www.hoteldeigonzaga.it;info@hoteldeigonzaga.it;2014;10.8020592;44.9171018
REGGIOLO;REGGIO EMILIA;Albergo;3 stelle;HOTEL VILLA NABILA;VIA MARCONI, 4;;42046;RE;35032;0522 973197;;0522 212179;www.hotelvillanabila.it;hotelvillanabila@ilrigoletto.it;2014;10.8047174;44.9194273
REGGIOLO;REGGIO EMILIA;Bed & Breakfast;;LOGHINO MORETTI;STRADA CASELLI, 2;;42046;RE;35032;347 6424960;;;www.loghinomoretti.it;info@loghinomoretti.it;2014;10.8218604;44.9289614
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;ADA;VIA EMILIA S. PIETRO, 66;;42100;RE;35033;0522 454397;;0522 452570;www.albergomorandi.com;info@albergomorandi.com;2014;10.63586;44.6967914
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;AFFITTACAMERE BELVEDERE;VIA BELLI, 16;;42123;RE;35033;339 7739305;;;www.affittacamerebelvedere.com;belvedereaffittacamere@gmail.com;2014;10.6126241;44.6771119
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;C'EST LA VIE;VIA TIRABASSI, 29;SAN BARTOLOMEO;42123;RE;35033;389 9361622;;;;laurapupy78@gmail.com;2014;10.5598538;44.6721197
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;HOTEL HYKNUSA;VIA GIOVANNI RINALDI, 126/11;RONCOCESI;42124;RE;35033;0522 930172;329 1673905;0522 564536;www.hotelhyknusa.it;info@hotelhyknusa.it;2014;10.6002089;44.7281208
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;LA CASA DEL PARCO;VIA FOSCOLO, 19;;42123;RE;35033;339 7739305;;;www.residencelacasadelparco.com;residencelacasadelparco@yahoo.com;2014;10.6189196;44.6768907
REGGIO NELL'EMILIA;REGGIO EMILIA;Affittacamere;;SANT' ANDREA;VIA DIGIONE, 7;;42123;RE;35033;0522 437122;329 9477370;;www.affittacamerereggio.eu;info@nonnanna.net;2014;10.6237768;44.6939436
REGGIO NELL'EMILIA;REGGIO EMILIA;Agriturismo;3 margherite;CORTE DEI LANDI;VIA CASTELLO, 33;VILLA CADE';42100;RE;35033;0522 946628;339 4849498;0522 949165;www.cortedeilandi.it;info@cortedeilandi.it;2014;10.5103535;44.7316731
REGGIO NELL'EMILIA;REGGIO EMILIA;Agriturismo;3 margherite;RIO COVIOLA;VIA GIOVANARDI, 1/1;S. BARTOLOMEO;42100;RE;35033;0522 577917;338 4005857;;;riocoviola@yahoo.it;2014;10.5391338;44.6621167
REGGIO NELL'EMILIA;REGGIO EMILIA;Agriturismo;4 margherite;IL BOVE;VIA SALIMBENE DA PARMA, 115;VILLA SESSO;42100;RE;35033;0522 533238;348 6506032;0522 532401;www.ilbove.it;agriturismo@ilbove.it;2014;10.6231085;44.7456594
REGGIO NELL'EMILIA;REGGIO EMILIA;Agriturismo;4 margherite;LA CASA DI CAMPAGNA;VIA GIUSEPPE TORELLI, 7;;42122;RE;35033;0522 507139;335 481437;;www.lacasadicampagna.org;info@lacasadicampagna.org;2014;10.6636595;44.7184295
REGGIO NELL'EMILIA;REGGIO EMILIA;Agriturismo;5 margherite;LA RAZZA;VIA MONTERAPINO, 7;CANALI;42123;RE;35033;0522 599342;;0522 599342;www.larazza.it;agriturismo@larazza.it;2014;10.5981333;44.6659049
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;1 stella;HAITI;VIA F.LLI CERVI, 172;PIEVE MODOLENA;42100;RE;35033;0522 300884;;0522 300884;;haitire@alice.it;2014;10.5937068;44.7115216
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;1 stella;HOTEL STAZIONE;VIA G. TURRI, 1;;42100;RE;35033;0522 431270;;0522 431270;;hotelstazione@hotmail.com;2014;10.6434359;44.6969442
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;1 stella;ITALIA;VIA BLIGNY, 26;;42100;RE;35033;0522 516787;;0522 516787;www.hotelitaliareggio.com;hotel.italia@hotmail.it;2014;10.6455147;44.7025455
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;2 stelle;ARIOSTO;VIA SAN ROCCO, 12;;42100;RE;35033;0522 437320;;0522 452514;http://www.facebook.com/pages/Hotel-Ariosto-Reggio-Emilia-centro-/133014942868?ref=hl;sauro.ferretti@libero.it;2014;10.628557;44.7001965
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;2 stelle;HOTEL CITY;VIA ROMA, 37;;42100;RE;35033;0522 455376;340 3139617;0522 455379;;corradololli@live.it;2014;10.6351315;44.7006498
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;2 stelle;HOTEL LA ROSTA;VIA PASSO BUOLE, 18;;42100;RE;35033;0522 283683;347 2252754;0522 283683;www.larostahotel.it;larostahotel@libero.it;2014;10.6324066;44.6868355
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;2 stelle;HOTEL SAINT LORENZ;VIA ROMA, 47;;42121;RE;35033;0522 454049;335 5970677;0522 408578;;info@hotelsaintlorenz.it;2014;10.6352895;44.700878
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;2 stelle;SAN PIETRO;VIALE MONTEGRAPPA, 5;;42100;RE;35033;0522 433838;;0522 438282;www.albergosanpietro.it;info@albergosanpietro.it;2014;10.639579;44.695096
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;3 stelle;CAMPANA;VIA MARANI, 9;;42100;RE;35033;0522 323433;;0522 323436;www.hotelcampana.it;info@hotelcampana.it;2014;10.637376;44.672352
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOLIDAY INN EXPRESS;VIA MEUCCIO RUINI, 7;;42124;RE;35033;0522 507122;;0522 514308;www.reggioemilia.hiexpress.it;info@reggioemilia.hiexpress.it;2014;10.6421898;44.7178951
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOTEL AIRONE;VIA DELL'AERONAUTICA, 20;;42100;RE;35033;0522 924111;;0522 515119;www.hotelaironereggioemilia.com;aironehotel@virgilio.it;2014;10.6574602;44.7012742
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOTEL METROPOLIS;VIA F.LLI CERVI, 71/B;;42100;RE;35033;0522 703522;;0522 564532;www.hotelmetropolis.it;info@hotelmetropolis.it;2014;10.5937068;44.7115216
REGGIO NELL'EMILIA;REGGIO EMILIA;Albergo;3 stelle;HOTEL MOTEL GALAXY;VIA LUDWIG VAN BEETHOVEN, 110;MASSENZATICO;42124;RE;35033;0522 279182;;0522 279682;www.hotelgalaxy.it;info@hotelgalaxy.it;2014;10.563368;44.407683
